bus,technology,unit_id,demand_TWh,remaining_lifetime,decommissioning_year,p_nom,carrier,commissioning_year
DE0 A heat,gas_burner,141,0.9941973489932887,18,2038,283.73,gas,2018
DE0 A heat,gas_burner,142,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,143,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,144,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,145,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,146,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,147,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,148,0.9941973489932887,19,2039,283.73,gas,2019
DE0 A heat,gas_burner,149,0.9941973489932887,20,2040,283.73,gas,2020
DE0 E heat,gas_burner,1,0.991065810810811,1,2021,282.84,gas,2001
DE0 E heat,gas_burner,2,0.991065810810811,1,2021,282.84,gas,2001
DE0 E heat,gas_burner,3,0.991065810810811,1,2021,282.84,gas,2001
DE0 E heat,gas_burner,4,0.991065810810811,1,2021,282.84,gas,2001
DE0 E heat,gas_burner,5,0.991065810810811,2,2022,282.84,gas,2002
DE0 E heat,gas_burner,6,0.991065810810811,2,2022,282.84,gas,2002
DE0 E heat,gas_burner,7,0.991065810810811,2,2022,282.84,gas,2002
DE0 E heat,gas_burner,8,0.991065810810811,2,2022,282.84,gas,2002
DE0 E heat,gas_burner,9,0.991065810810811,3,2023,282.84,gas,2003
DE0 E heat,gas_burner,10,0.991065810810811,3,2023,282.84,gas,2003
DE0 E heat,gas_burner,11,0.991065810810811,3,2023,282.84,gas,2003
DE0 E heat,gas_burner,12,0.991065810810811,3,2023,282.84,gas,2003
DE0 E heat,gas_burner,13,0.991065810810811,4,2024,282.84,gas,2004
DE0 E heat,gas_burner,14,0.991065810810811,4,2024,282.84,gas,2004
DE0 E heat,gas_burner,15,0.991065810810811,4,2024,282.84,gas,2004
DE0 E heat,gas_burner,16,0.991065810810811,4,2024,282.84,gas,2004
DE0 E heat,gas_burner,17,0.991065810810811,5,2025,282.84,gas,2005
DE0 E heat,gas_burner,18,0.991065810810811,5,2025,282.84,gas,2005
DE0 E heat,gas_burner,19,0.991065810810811,5,2025,282.84,gas,2005
DE0 E heat,gas_burner,20,0.991065810810811,5,2025,282.84,gas,2005
DE0 E heat,gas_burner,21,0.991065810810811,6,2026,282.84,gas,2006
DE0 E heat,gas_burner,22,0.991065810810811,6,2026,282.84,gas,2006
DE0 E heat,gas_burner,23,0.991065810810811,6,2026,282.84,gas,2006
DE0 E heat,gas_burner,24,0.991065810810811,6,2026,282.84,gas,2006
DE0 E heat,gas_burner,25,0.991065810810811,7,2027,282.84,gas,2007
DE0 E heat,gas_burner,26,0.991065810810811,7,2027,282.84,gas,2007
DE0 E heat,gas_burner,27,0.991065810810811,7,2027,282.84,gas,2007
DE0 E heat,gas_burner,28,0.991065810810811,8,2028,282.84,gas,2008
DE0 E heat,gas_burner,29,0.991065810810811,8,2028,282.84,gas,2008
DE0 E heat,gas_burner,30,0.991065810810811,8,2028,282.84,gas,2008
DE0 E heat,gas_burner,31,0.991065810810811,8,2028,282.84,gas,2008
DE0 E heat,gas_burner,32,0.991065810810811,9,2029,282.84,gas,2009
DE0 E heat,gas_burner,33,0.991065810810811,9,2029,282.84,gas,2009
DE0 E heat,gas_burner,34,0.991065810810811,9,2029,282.84,gas,2009
DE0 E heat,gas_burner,35,0.991065810810811,9,2029,282.84,gas,2009
DE0 E heat,gas_burner,36,0.991065810810811,10,2030,282.84,gas,2010
DE0 E heat,gas_burner,37,0.991065810810811,10,2030,282.84,gas,2010
DE0 E heat,gas_burner,38,0.991065810810811,10,2030,282.84,gas,2010
DE0 E heat,gas_burner,39,0.991065810810811,10,2030,282.84,gas,2010
DE0 E heat,gas_burner,40,0.991065810810811,11,2031,282.84,gas,2011
DE0 E heat,gas_burner,41,0.991065810810811,11,2031,282.84,gas,2011
DE0 E heat,gas_burner,42,0.991065810810811,11,2031,282.84,gas,2011
DE0 E heat,gas_burner,43,0.991065810810811,11,2031,282.84,gas,2011
DE0 E heat,gas_burner,44,0.991065810810811,12,2032,282.84,gas,2012
DE0 E heat,gas_burner,45,0.991065810810811,12,2032,282.84,gas,2012
DE0 E heat,gas_burner,46,0.991065810810811,12,2032,282.84,gas,2012
DE0 E heat,gas_burner,47,0.991065810810811,12,2032,282.84,gas,2012
DE0 E heat,gas_burner,48,0.991065810810811,13,2033,282.84,gas,2013
DE0 E heat,gas_burner,49,0.991065810810811,13,2033,282.84,gas,2013
DE0 E heat,gas_burner,50,0.991065810810811,13,2033,282.84,gas,2013
DE0 E heat,gas_burner,51,0.991065810810811,14,2034,282.84,gas,2014
DE0 E heat,gas_burner,52,0.991065810810811,14,2034,282.84,gas,2014
DE0 E heat,gas_burner,53,0.991065810810811,14,2034,282.84,gas,2014
DE0 E heat,gas_burner,54,0.991065810810811,14,2034,282.84,gas,2014
DE0 E heat,gas_burner,55,0.991065810810811,15,2035,282.84,gas,2015
DE0 E heat,gas_burner,56,0.991065810810811,15,2035,282.84,gas,2015
DE0 E heat,gas_burner,57,0.991065810810811,15,2035,282.84,gas,2015
DE0 E heat,gas_burner,58,0.991065810810811,15,2035,282.84,gas,2015
DE0 E heat,gas_burner,59,0.991065810810811,16,2036,282.84,gas,2016
DE0 E heat,gas_burner,60,0.991065810810811,16,2036,282.84,gas,2016
DE0 E heat,gas_burner,61,0.991065810810811,16,2036,282.84,gas,2016
DE0 E heat,gas_burner,62,0.991065810810811,16,2036,282.84,gas,2016
DE0 E heat,gas_burner,63,0.991065810810811,17,2037,282.84,gas,2017
DE0 E heat,gas_burner,64,0.991065810810811,17,2037,282.84,gas,2017
DE0 E heat,gas_burner,65,0.991065810810811,17,2037,282.84,gas,2017
DE0 E heat,gas_burner,66,0.991065810810811,17,2037,282.84,gas,2017
DE0 E heat,gas_burner,67,0.991065810810811,18,2038,282.84,gas,2018
DE0 E heat,gas_burner,68,0.991065810810811,18,2038,282.84,gas,2018
DE0 E heat,gas_burner,69,0.991065810810811,18,2038,282.84,gas,2018
DE0 E heat,gas_burner,70,0.991065810810811,18,2038,282.84,gas,2018
DE0 E heat,gas_burner,71,0.991065810810811,19,2039,282.84,gas,2019
DE0 E heat,gas_burner,72,0.991065810810811,19,2039,282.84,gas,2019
DE0 E heat,gas_burner,73,0.991065810810811,19,2039,282.84,gas,2019
DE0 E heat,gas_burner,74,0.991065810810811,20,2040,282.84,gas,2020
